(February 27 2017, Decided at_time, May 30 2017)
(Moncrieffe, is felony, least falls within generic definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic definition)
(least, only falls within, definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within generic definition of sexual abuse of minor)
(least, falls within, federal definition)
(Moncrieffe, also is felony, only least of acts falls within federal definition of abuse of minor)
(191, at Moncrieffe is, supra)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic definition of abuse)
(Moncrieffe, is felony, least falls within federal definition of abuse)
(Moncrieffe, also is felony, only least falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least falls within definition of abuse)
(least, falls within, generic federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized falls within generic federal definition of sexual abuse)
(least, only falls within, generic definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within generic federal definition of sexual abuse of minor)
(least, only falls within, generic definition of sexual abuse)
(Moncrieffe, also is felony, least of acts falls within generic definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic definition of abuse of minor)
(Moncrieffe, also is felony, least of acts falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, least falls)
(Moncrieffe, is felony, least of acts criminalized falls within generic definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within federal definition of abuse)
(Moncrieffe, is felony, only least falls)
(Moncrieffe, also is felony, only least of acts criminalized falls within federal definition)
(least, only falls within, generic definition of abuse of minor)
(least, falls within, federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within generic definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within definition of abuse)
(Moncrieffe, also is felony, only least falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within federal definition of sexual abuse of minor)
(least, falls within, generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within generic federal definition of abuse)
(least, falls within, definition of abuse of minor)
(Moncrieffe, is felony, only least falls within federal definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts falls within definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within generic definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within federal definition)
(Moncrieffe, also is felony, least falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic definition of abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within definition of abuse of minor)
(Moncrieffe, also is felony, least falls within federal definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within definition)
(Moncrieffe, is felony, only least of acts criminalized falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, least falls within definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within federal definition of sexual abuse of minor)
(least, falls within, federal definition of abuse of minor)
(Moncrieffe, also is felony, only least falls within federal definition)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within federal definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within generic federal definition)
(Moncrieffe, is felony, only least falls within federal definition of sexual abuse)
(Moncrieffe, is felony, least falls within generic federal definition of abuse of minor)
(Moncrieffe, is felony, only least falls within federal definition of abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts falls within definition)
(Moncrieffe, also is felony, least falls within definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within definition of abuse)
(least, only falls within, generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic definition of abuse of minor)
(least, falls within, generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic definition)
(Moncrieffe, also is felony, only least of acts falls within generic federal definition)
(Moncrieffe, is felony, least of acts falls within definition of sexual abuse)
(Moncrieffe, also is felony, least of acts falls within federal definition)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within definition of abuse of minor)
(least, only falls within, definition of sexual abuse)
(Moncrieffe, is felony, least of acts falls within generic federal definition of sexual abuse)
(least, falls within, generic definition of abuse of minor)
(Moncrieffe, also is felony, least of acts falls within definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within generic definition of abuse)
(Moncrieffe, also is felony, least falls within generic definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within federal definition of sexual abuse)
(least, only falls within, definition)
(Moncrieffe, is felony, only least of acts falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, only least falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts falls within federal definition of sexual abuse)
(Moncrieffe, is felony, only least of acts falls within definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within definition of abuse of minor)
(Moncrieffe, is felony, only least falls within generic federal definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within generic definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within definition of abuse)
(least, falls within, definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic federal definition)
(Moncrieffe, also is felony, only least falls within federal definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic definition of sexual abuse)
(Moncrieffe, is felony, least of acts falls within federal definition of abuse of minor)
(Moncrieffe, also is felony, least of acts falls within generic definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within generic federal definition)
(Moncrieffe, also is felony, only least of acts falls within generic definition of abuse of minor)
(least, falls within, generic definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least falls within definition of abuse)
(Moncrieffe, is felony, least falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic definition of sexual abuse of minor)
(Moncrieffe, is felony, only least falls within generic definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within definition of sexual abuse)
(Moncrieffe, is, also felony)
(Moncrieffe, also is felony, least of acts criminalized by state statute falls within generic federal definition)
(Moncrieffe, also is felony, least falls within generic definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts falls within generic definition)
(least, only falls within, definition of abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within federal definition)
(Moncrieffe, also is felony, least of acts falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within definition)
(Moncrieffe, also is felony, only least of acts criminalized falls within federal definition of abuse)
(Moncrieffe, also is felony, only least of acts falls)
(Moncrieffe, also is felony, least of acts falls within definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within federal definition of sexual abuse)
(least, only falls within, federal definition)
(least, only falls within, generic federal definition of abuse)
(Moncrieffe, also is felony, only least falls within generic definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within federal definition of abuse)
(Moncrieffe, is felony, only least of acts criminalized falls within definition of abuse of minor)
(Moncrieffe, also is felony, least of acts falls within federal definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls)
(least, only falls within, generic federal definition)
(Moncrieffe, is felony, only least falls within definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within generic definition)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic definition)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within federal definition of abuse of minor)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic definition of sexual abuse)
(Moncrieffe, also is felony, only least of acts falls within generic federal definition of abuse)
(Moncrieffe, is felony, least of acts criminalized falls within generic federal definition of abuse of minor)
(Moncrieffe, also is felony, only least falls within generic definition of abuse)
(Moncrieffe, also is felony, least of acts criminalized falls within generic federal definition of abuse)
(Moncrieffe, is felony, only least of acts falls within generic federal definition)
(Moncrieffe, is felony, least of acts criminalized by state statute falls within generic federal definition)
(Moncrieffe, is felony, only least falls within generic definition of sexual abuse)
(Moncrieffe, is felony, only least of acts criminalized by state statute falls within generic federal definition of sexual abuse)
(Moncrieffe, also is felony, least of acts falls within generic federal definition of abuse)
(Moncrieffe, also is felony, least of acts falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, only least falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within federal definition of sexual abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized falls within federal definition of sexual abuse of minor)
(Moncrieffe, is felony, least of acts falls within definition)
(Moncrieffe, is felony, only least falls within definition of abuse of minor)
(Moncrieffe, also is felony, only least of acts criminalized by state statute falls within generic federal definition of abuse)
(least, falls within, generic definition)
(Moncrieffe, also is felony, least falls within generic federal definition)
(Moncrieffe, also is felony, only least falls within generic definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts falls within generic federal definition)
(Moncrieffe, is felony, only least of acts falls within generic definition of abuse of minor)
(Moncrieffe, is felony, least of acts criminalized falls within federal definition of abuse)
(least, falls within, generic definition of abuse)
(Moncrieffe, also is felony, least falls within generic federal definition of sexual abuse)
(Moncrieffe, is felony, least of acts falls within definition of abuse of minor)
(Moncrieffe, also is felony, least falls within definition of abuse of minor)
(Moncrieffe, is felony, least of acts falls within generic federal definition of abuse of minor)
(least, falls within, definition of sexual abuse of minor)
(Moncrieffe, also is felony, least of acts criminalized falls within definition)
(conduct, criminalized under, provision)
(minor, with intercourse is, conduct criminalized under provision)
(conduct, criminalized under, provision)
(unlawful sexual intercourse, is with, minor)
(petitioner, of, crime)
(we, must presume Regardless of, facts)
(we, must presume Regardless of, facts of petitioner 's crime)
(we, must presume Regardless of, actual facts)
(we, must presume Regardless of, actual facts of petitioner 's crime)
(his conviction, was, based)
(acts, sexual abuse of, minor)
(sexual abuse, includes, rape offenses)
(statutory rape offenses, sexual abuse under, INA)
(rape offenses, sexual abuse under, INA)
(rape offenses, abuse under, INA)
(abuse, includes, rape offenses)
(rape offenses, sexual abuse of, minor)
(sexual abuse, includes, statutory rape offenses)
(statutory rape offenses, abuse of, minor)
(rape offenses, abuse of, minor)
(statutory rape offenses, abuse under, INA)
(abuse, includes, statutory rape offenses)
(statutory rape offenses, sexual abuse of, minor)
(he, argues, that)
(California statute, criminalizes, sexual intercourse)
(California statute, criminalizes, intercourse)
(victim, be younger than, 16)
(sexual intercourse, based on, solely age)
(intercourse, based on, age)
(intercourse, based on, solely age)
(generic federal definition, requires in, context)
(generic definition, requires in, context)
(victim, be, younger)
(sexual intercourse, based on, age of participants)
(federal definition, requires in, context)
(definition, requires in, context)
(We, agree with, petitioner)
(sexual intercourse, based on, age)
(intercourse, based on, age of participants)
(intercourse, based on, solely age of participants)
(sexual intercourse, based on, solely age of participants)
(issue, is in, case)
(We, begin with, text)
(We, begin as, always)
(Gonzales, so remit, us)
(Gonzales, remit, us)
(statutes, is in, play)
(Congress, added as, part of immigration reform act)
(Congress, added abuse in, 1996)
(Congress, added abuse to, INA)
(Congress, added, abuse)
(Congress, added to, INA)
(Congress, added, sexual abuse)
(Congress, added abuse as, part)
(Congress, added, abuse of minor)
(Congress, added as, part)
(Congress, added, sexual abuse of minor)
(Congress, added abuse as, part of immigration reform act)
(Congress, added in, 1996)
(Congress, added as, part of comprehensive immigration reform act)
(Congress, added abuse as, part of comprehensive immigration reform act)
(ordinary meaning, engaging in, contact)
(ordinary meaning, included, engaging)
(meaning, included, engaging in contact)
(meaning, included, engaging in sexual contact)
(ordinary meaning, engaging in, sexual contact)
(meaning, included, engaging)
(meaning, engaging in, contact)
(sexual contact, is with, person)
(ordinary meaning, included, engaging in contact)
(meaning, engaging in, sexual contact)
(ordinary meaning, included, engaging in sexual contact)
(Law 454, of Dictionary is, 1996)
(Merriam-Webster, 's Dictionary is, 1996)
(Merriam-Webster, has, Dictionary of Law 454)
(INA, focuses rather than, incapacity)
(INA, focuses on, age)
(INA, focuses, providing)
(INA, focuses rather than, mental incapacity)
(abuse, be of, minor)
(acts, based in, part on age)
(statute, must prohibit, certain acts based in part on age of victim)
(statute, must prohibit, certain sexual acts)
(statute, must prohibit, acts based in part on age)
(statute, must prohibit, acts based in part on age of victim)
(sexual acts, based in, part)
(certain acts, based in, part on age)
(statute, must prohibit, sexual acts based in part on age)
(sexual acts, statute of, conviction)
(acts, based in, part on age of victim)
(statute, must prohibit, certain sexual acts based in part on age of victim)
(statute, must prohibit, certain acts)
(statute, must prohibit, certain acts based)
(statute, must prohibit, certain acts based in part on age)
(statute, must prohibit, acts based in part)
(statute, must prohibit, sexual acts based)
(certain acts, based in, part on age of victim)
(certain sexual acts, based in, part on age)
(statute, must prohibit, sexual acts based in part on age of victim)
(statute, must prohibit, acts based)
(certain acts, based in, part)
(statute, must prohibit, certain sexual acts based in part)
(certain sexual acts, statute of, conviction)
(acts, statute of, conviction)
(acts, based in, part)
(statute, must prohibit, certain sexual acts based)
(statute, must prohibit, certain acts based in part)
(sexual acts, based in, part on age of victim)
(certain sexual acts, based in, part)
(statute, must prohibit, sexual acts based in part)
(statute, must prohibit, acts)
(sexual acts, based in, part on age)
(certain acts, statute of, conviction)
(statute, must prohibit, certain sexual acts based in part on age)
(statute, must prohibit, sexual acts)
(certain sexual acts, based in, part on age of victim)
(rape laws, are, one example of category of crimes)
(Statutory rape laws, are, one example of category of crimes)
(rape laws, are, one example)
(Statutory rape laws, are, one example)
(Statutory rape laws, are, one example of category)
(rape laws, are, one example of category)
(Many laws, require, age differential between two partners)
(laws, also require, age)
(laws, also require, age differential between two partners)
(age, differential between, two partners)
(laws, require, age differential between two partners)
(Many laws, require, age)
(laws, require, age differential)
(Many laws, require, age differential)
(Many laws, also require, age)
(Many laws, also require, age differential)
(Many laws, also require, age differential between two partners)
(laws, require, age)
(laws, also require, age differential)
(reliable dictionaries, provide evidence at, 9)
(age, varies by, jurisdiction)
(evidence, is, 16)
(dictionaries, provide evidence at, 9)
(generic age, is in, 1996)
(reliable dictionaries, provide, evidence)
(dictionaries, provide, evidence)
(B. Garner, Dictionary of, Modern Legal Usage 38)
(Black, has, Law Dictionary 73)
(one, is, when capable)
(one, is, when legally capable)
(one, is capable, agreeing)
(one, is, legally capable)
(sexual intercourse, to Age is, usu 16)
(one, is legally capable, agreeing)
(one, is, capable)
(consent, age of is, usu defined)
(age, defined as, 16 years)
(age, is, usu defined)
(consent, age of is, usu)
(consent, age of is, usu defined by statute)
(age, is, usu defined by statute as 16 years)
(age, is, usu defined by statute)
(consent, age of is, usu defined as 16 years)
(age, is, usu)
(consent, age of is, usu defined by statute as 16 years)
(age, defined by, statute)
(age, is, usu defined as 16 years)
(Government, suggests, understanding of abuse of minor)
(Government, suggests, alternative everyday understanding of abuse of minor)
(Government, suggests, alternative everyday understanding of abuse)
(Government, suggests, alternative understanding of abuse)
(Government, Relying on, sparse legislative history)
(Government, suggests, everyday understanding)
(Government, suggests, alternative understanding of sexual abuse of minor)
(Government, suggests, alternative understanding of sexual abuse)
(Government, Relying on, dictionary)
(Government, suggests, alternative understanding)
(Government, Relying on, history)
(Government, suggests, understanding of sexual abuse of minor)
(Government, Relying on, different dictionary)
(Government, suggests, everyday understanding of abuse of minor)
(Government, suggests, understanding of abuse)
(Government, suggests, everyday understanding of sexual abuse)
(Government, Relying on, legislative history)
(Government, suggests, understanding of sexual abuse)
(Government, suggests, alternative everyday understanding of sexual abuse of minor)
(Government, suggests, alternative everyday understanding of sexual abuse)
(Government, suggests, understanding)
(Government, suggests, alternative everyday understanding)
(Government, suggests, alternative understanding of abuse of minor)
(Government, suggests, everyday understanding of sexual abuse of minor)
(Government, Relying on, sparse history)
(Government, suggests, everyday understanding of abuse)
(Black, has, Law Dictionary 1375)
(i sex, performed by, parent relative)
(i llegal sex, performed by, parent relative)
(i sex, acts, performed)
(abuse, was, Around time added to INA 's list of felonies)
(i sex, performed by, parent)
(i llegal sex, acts, performed by parent relative)
(i llegal sex, acts, performed against minor by parent)
(sexual abuse, was, Around time added to INA 's list of felonies)
(abuse, was added to, INA 's list of aggravated felonies)
(i sex, performed against, minor)
(i sex, acts, performed by parent relative)
(sexual abuse, was added Around, time)
(abuse, was added to, INA 's list of felonies)
(i sex, acts, performed by parent)
(i sex, acts, performed against minor by parent relative)
(i llegal sex, performed by, parent)
(i sex, performed by, guardian)
(abuse, was, Around time added to INA 's list)
(i llegal sex, acts, performed against minor by parent relative)
(sexual abuse, was added to, INA 's list of aggravated felonies)
(abuse, was added to, INA 's list)
(dictionary, defined, abuse)
(i sex, acts, performed against minor)
(sexual abuse, was, Around time added to INA 's list)
(sexual abuse, was, Around time added to INA 's list of aggravated felonies)
(abuse, was, added)
(i llegal sex, acts, performed by parent)
(abuse, was, Around time added to INA 's list of aggravated felonies)
(i llegal sex, acts, performed against minor)
(sexual abuse, was added to, INA 's list of felonies)
(INA, to, list of aggravated felonies)
(dictionary, defined, exual abuse)
(sexual abuse, was added to, INA 's list)
(i sex, acts, performed against minor by parent)
(sexual abuse, was, added)
(i llegal sex, performed against, minor)
(i llegal sex, performed by, guardian)
(i llegal sex, acts, performed)
(abuse, was added Around, time)
(Government, has, proposed definition)
(Government, has, proposed definition)
(Black, has, Law)
(offenses, frequently have, different age requirement than age of consent)
(offenses, frequently have, age requirement than general age)
(offenses, predicated on, special relationship of trust between victim)
(offenses, predicated on, relationship of trust)
(offenses, predicated on, special relationship of trust)
(offenses, frequently have, different age requirement than general age of consent)
(offenses, frequently have, age requirement)
(offenses, frequently have, age requirement than age of consent)
(offenses, frequently have, different age requirement than general age)
(offenses, have, age requirement than general age of consent)
(offenses, predicated on, relationship of trust between victim)
(offenses, have, different age requirement)
(offenses, have, different age requirement than general age of consent)
(offenses, frequently have, age requirement than age)
(offenses, have, different age requirement than age of consent)
(offenses, frequently have, different age requirement)
(offenses, have, different age requirement than general age)
(offenses, frequently have, different age requirement than age)
(offenses, have, age requirement than general age)
(offenses, have, age requirement than age of consent)
(offenses, predicated on, relationship)
(offenses, have, age requirement than age)
(offenses, have, different age requirement than age)
(offenses, have, age requirement)
(issue, is In, event)
(offenses, predicated on, special relationship between victim)
(offenses, predicated on, special relationship)
(offenses, predicated on, relationship between victim)
(offenses, frequently have, age requirement than general age of consent)
(person, is, legally capable)
(person, is, when legally capable for example)
(person, is capable, agreeing to intercourse)
(person, agreeing to, sexual intercourse)
(person, is legally capable, agreeing)
(person, is, when legally capable)
(person, is capable for, example)
(person, is legally capable, agreeing to sexual intercourse)
(person, is legally capable, agreeing to intercourse)
(person, is legally capable, agreeing)
(person, agreeing to, contract)
(person, is, when legally capable)
(person, is capable, agreeing)
(person, is legally capable for, example)
(person, is, legally capable)
(person, is capable, agreeing to contract)
(person, is legally capable, agreeing to contract)
(person, is, capable)
(person, is, when capable)
(person, is capable, agreeing)
(person, agreeing to, intercourse)
(person, is, when capable for example)
(person, is capable, agreeing to sexual intercourse)
(person, is, when capable)
(person, is, capable)
(Government 's definition, defining, generic offense of abuse)
(Government 's definition, defining, generic offense of sexual abuse of minor)
(Government 's definition, defining, generic federal offense of sexual abuse of minor)
(Government 's definition, defining, federal offense)
(defendant, was, where convicted)
(Government 's definition, defining, generic federal offense)
(Government 's definition, defining, generic federal offense of abuse)
(Government 's definition, defining, offense of abuse)
(Government 's definition, turns, categorical approach)
(Government 's definition, defining, generic federal offense of sexual abuse)
(Government 's definition, turns, approach on its head)
(Government 's definition, defining, federal offense of sexual abuse of minor)
(Government 's definition, defining offense, illegal)
(Government 's definition, defining, generic offense of sexual abuse)
(Government 's definition, defining, offense of abuse of minor)
(Government 's definition, defining, federal offense of abuse of minor)
(defendant, was, convicted)
(Government 's definition, defining, federal offense of abuse)
(Government 's definition, defining, generic federal offense of abuse of minor)
(Government 's definition, defining, offense of sexual abuse)
(Government 's definition, defining, federal offense of sexual abuse)
(Government 's definition, defining, offense of sexual abuse of minor)
(Government, has, definition)
(Government 's definition, defining, offense)
(Government 's definition, turns, approach)
(Government 's definition, defining, generic offense of abuse of minor)
(Government 's definition, defining, generic offense)
(Government 's definition, turns, categorical approach on its head)
(burglary, is in, § 924)
(§ 924, in burglary is, e)
(statutory rape offense, qualify as, abuse of minor based solely)
(rape offense, qualify as, sexual abuse of minor based solely)
(victim, be younger, rape offense qualify as abuse of minor under INA based solely on age of participants)
(statutory rape offense, qualify as, abuse of minor under INA based solely)
(statutory rape offense, qualify as, sexual abuse of minor under INA based on age)
(victim, be, younger)
(victim, be younger, statutory rape offense qualify as sexual abuse)
(statutory rape offense, qualify as, sexual abuse)
(rape offense, qualify as, abuse of minor under INA)
(rape offense, qualify as, abuse of minor under INA based on age)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based)
(statutory rape offense, qualify as, abuse of minor under INA)
(rape offense, qualify as, sexual abuse of minor based on age)
(statutory rape offense, qualify as, abuse)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based solely on age of participants)
(statutory rape offense, qualify as, abuse of minor under INA based on age of participants)
(rape offense, qualify as, sexual abuse of minor based on age of participants)
(victim, be younger, rape offense qualify as sexual abuse)
(statutory rape offense, qualify as, abuse of minor under INA based on age)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based solely)
(victim, be younger, statutory rape offense qualify as abuse of minor based solely on age of participants)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based solely on age of participants)
(victim, be younger, statutory rape offense qualify as abuse of minor based on age of participants)
(rape offense, qualify as, sexual abuse)
(statutory rape offense, qualify as, sexual abuse of minor based solely on age)
(victim, be younger, rape offense qualify as abuse of minor based)
(victim, be younger, rape offense qualify as abuse of minor based solely on age of participants)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based on age of participants)
(victim, be younger, rape offense qualify as abuse)
(rape offense, qualify as, abuse of minor under INA based solely)
(rape offense, qualify as, abuse of minor under INA based solely on age of participants)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based solely)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based on age of participants)
(victim, be younger, rape offense qualify as sexual abuse of minor based solely on age)
(statutory rape offense, qualify as, abuse of minor based on age of participants)
(victim, be younger, rape offense qualify as abuse of minor under INA based solely)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based solely on age)
(rape offense, qualify as, abuse of minor based solely on age of participants)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based on age)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based solely on age)
(statutory rape offense, qualify as, sexual abuse of minor under INA based on age of participants)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based on age)
(rape offense, qualify as, sexual abuse of minor under INA based solely on age of participants)
(rape offense, qualify as, abuse)
(victim, be younger, rape offense qualify)
(victim, be younger, rape offense qualify as abuse of minor under INA)
(rape offense, qualify as, sexual abuse of minor under INA based solely)
(rape offense, qualify as, sexual abuse of minor under INA based)
(statutory rape offense, qualify as, abuse of minor under INA based solely on age)
(rape offense, qualify as, sexual abuse of minor based solely on age)
(victim, be younger, rape offense qualify as abuse of minor based on age of participants)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based on age)
(victim, be younger, rape offense qualify as abuse of minor under INA based)
(rape offense, qualify as, abuse of minor based)
(rape offense, qualify as, sexual abuse of minor under INA based on age)
(statutory rape offense, qualify as, sexual abuse of minor based on age)
(statutory rape offense, qualify as, sexual abuse of minor under INA based solely)
(statutory rape offense, qualify as, abuse of minor based on age)
(victim, be younger, statutory rape offense qualify as abuse of minor based)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based solely on age of participants)
(rape offense, qualify as, sexual abuse of minor under INA based solely on age)
(statutory rape offense, qualify as, sexual abuse of minor based)
(statutory rape offense, qualify as, abuse of minor based solely on age of participants)
(rape offense, qualify as, abuse of minor under INA based solely on age)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor based solely)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based solely)
(victim, be younger, statutory rape offense qualify as abuse of minor under INA based solely on age)
(statutory rape offense, qualify as, sexual abuse of minor under INA based solely on age)
(statutory rape offense, qualify as, sexual abuse of minor based solely)
(victim, be younger, rape offense qualify as sexual abuse of minor based)
(statutory rape offense, qualify as, sexual abuse of minor under INA based solely on age of participants)
(victim, be younger, statutory rape offense qualify as abuse of minor)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based on age)
(victim, be younger, rape offense qualify as abuse of minor)
(victim, be younger, rape offense qualify as sexual abuse of minor based on age)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA based)
(statutory rape offense, qualify as, abuse of minor)
(rape offense, qualify as, abuse of minor under INA based on age of participants)
(statutory rape offense, qualify as, abuse of minor under INA based)
(victim, be younger, rape offense qualify as sexual abuse of minor based solely)
(statutory rape offense, qualify as, sexual abuse of minor based solely on age of participants)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA)
(rape offense, qualify as, abuse of minor based on age)
(rape offense, qualify as, sexual abuse of minor)
(victim, be younger, rape offense qualify as abuse of minor under INA based on age)
(victim, be younger, rape offense qualify as abuse of minor under INA based solely on age)
(rape offense, qualify as, sexual abuse of minor under INA based on age of participants)
(victim, be younger, rape offense qualify as sexual abuse of minor under INA)
(victim, be younger, rape offense qualify as sexual abuse of minor based solely on age of participants)
(rape offense, qualify as, sexual abuse of minor based)
(rape offense, qualify as, abuse of minor)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based solely on age of participants)
(statutory rape offense, qualify as, abuse of minor based solely on age)
(victim, be younger, statutory rape offense qualify as sexual abuse of minor under INA based)
