(November 2 2015, Decided at_time, May 23 2016)
(trial court, to, finding)
(State, has, concerns)
(Our case law, requires, Court)
(Court, defer to, trial court 's finding)
(peremptory challenges, for reasons is, R)
(trial court, has, firsthand observations of even greater importance)
(juror, has, demeanor)
(prosecutor, of, state of mind)
(trial judge, within, province)
(evaluation, lies within, trial judge 's province)
(evaluation, lies peculiarly within, trial judge 's province)
(365, at Hernandez is, supra)
(evidence, supports, prosecution 's concern about Hood 's views)
(evidence, moreover supports, prosecution 's concern)
(evidence, moreover supports, prosecution 's concern about Hood 's views on capital punishment)
(evidence, supports, prosecution 's concern about Hood 's views on punishment)
(evidence, moreover supports, prosecution 's concern about Hood 's views)
(new evidence, moreover supports, prosecution 's concern about Hood 's views)
(evidence, supports, prosecution 's concern)
(prosecution, has, concern about views on capital punishment)
(evidence, moreover supports, prosecution 's concern about Hood 's views on punishment)
(Hood, about, views on capital punishment)
(evidence, supports, prosecution 's concern about Hood 's views on capital punishment)
(new evidence, supports, prosecution 's concern about Hood 's views on capital punishment)
(new evidence, supports, prosecution 's concern about Hood 's views on punishment)
(new evidence, supports, prosecution 's concern)
(new evidence, supports, prosecution 's concern about Hood 's views)
(new evidence, moreover supports, prosecution 's concern about Hood 's views on punishment)
(new evidence, moreover supports, prosecution 's concern)
(new evidence, moreover supports, prosecution 's concern about Hood 's views on capital punishment)
(prosecution, in, file)
(Church, stand on, Death Penalty)
(handwritten document, is in, prosecution 's file)
(prosecution, misled trial court about, its reasons)
(Court, Perplexingly considers, proof)
(Court, considers, proof)
(prosecution, misled trial court about, its reasons for Hood)
(prosecution, misled, trial court)
(prosecution, misled trial court about, its reasons for striking Hood)
(capital punishment, is, issue)
(capital punishment, left for, individual member)
(punishment, is, issue)
(punishment, left for, individual member)
(they, formal stand against, death penalty)
(they, stand against, death penalty)
(other notes, is in, file)
(new evidence, supports, prosecution 's stated reason for Hood)
(evidence, supports, prosecution 's reason)
(new evidence, supports, prosecution 's reason for Hood)
(he, uncertain stance on, capital punishment)
(evidence, supports, prosecution 's reason for striking Hood)
(new evidence, supports, prosecution 's reason for striking Hood)
(evidence, supports, prosecution 's stated reason for Hood)
(new evidence, supports, prosecution 's reason)
(new evidence, supports, prosecution 's stated reason)
(evidence, supports, prosecution 's reason for Hood)
(prosecution, has, stated reason for striking Hood)
(evidence, supports, prosecution 's stated reason)
(he, uncertain stance on, punishment)
(evidence, supports, prosecution 's stated reason for striking Hood)
(new evidence, supports, prosecution 's stated reason for striking Hood)
(Court 's evaluation, is, riddled)
(Court, has, evaluation of strike of Garrett)
(Court 's evaluation, Likewise is riddled with, error)
(Court 's evaluation, is, Likewise riddled)
(Court 's evaluation, is riddled with, error)
(prosecution, about, decision strike)
(Garrett, was on, NO 's list)
(Garrett, was on, NO 's list from beginning)
(Garrett, was on, definite NO 's list from beginning)
(Court, is, vexed)
(definite NO, on, list from beginning)
(Garrett, was, listed)
(Garrett, was on, definite NO 's list)
(all, along at, last minute)
(prosecution, supplied for, striking Garrett)
(prosecution, strike, Garrett)
(all, along at, minute)
(prosecution, supplied for, Garrett)
(Garrett, sympathize with, Foster)
(Garrett, sympathize at, sentencing)
(she, failed, disclose)
(her cousin, been, recently arrested)
(She, worked with, children)
(her cousin, been, arrested)
(She, worked with, disadvantaged children)
(she, was, young)
(she, gave, short answers)
(she, gave, answers)
(prosecutors, appeared, nervous)
(they, were, concerned)
(men, than case is, s)
(Garrett, has, cousin)
(Garrett 's cousin, was, Angela Garrett)
(notes, is in, prosecutors ' file)
(reasons, were, pretextual)
(race-neutral reasons, were, pretextual)
(prosecution, has, refusal strike with similar characteristics)
(Georgia courts, were faced with, contentions regarding)
(regarding, ago, Garrett decades)
(Georgia courts, were, as with venireman Hood faced with same contentions)
(Georgia courts, were faced with, contentions regarding Garrett decades ago)
(Georgia courts, were, as with venireman Hood faced with contentions regarding)
(Georgia courts, were faced with, contentions)
(Georgia courts, were faced with, same contentions regarding ago)
(Georgia courts, were faced as, as venireman Hood)
(trial court 's findings, were, worthy)
(trial court 's findings, were worthy of, deference)
(Georgia courts, were, as with venireman Hood faced with same contentions regarding)
(Georgia courts, were, as with venireman Hood faced with contentions regarding Garrett decades ago)
(trial court, has, findings)
(Georgia courts, were faced with, same contentions)
(Georgia courts, were, as with venireman Hood faced with contentions)
(Georgia courts, were, as with venireman Hood faced with same contentions regarding Garrett decades ago)
(Georgia courts, were, faced)
(Georgia courts, were faced with, same contentions regarding Garrett decades ago)
(Georgia courts, were faced with, contentions regarding ago)
(Georgia courts, were faced with, same contentions regarding)
(Georgia courts, were, as with venireman Hood faced with same contentions regarding ago)
(Georgia courts, were, as with venireman Hood faced with contentions regarding ago)
(trial court, credited, prosecution 's concerns)
(prosecution, has, concerns)
(Garrett 's association, be, troubling)
(Garrett 's association, is with, Head Start)
(trial court, agreed for, example)
(Garrett, has, association with Head Start)
(prime defense, is in, case)
(375, at Hernandez is, 500 U. S.)
(Court, affords inmate at_time, Today)
(Court, affords, death-row inmate)
(Court, affords, inmate)
(Georgia, from, highest court)
(I, could imagine ink In, other circumstances)
(I, could imagine In, other circumstances)
(I, could imagine In, few other circumstances)
(I, could imagine Court spilling In, few other circumstances)
(I, could imagine ink In, few other circumstances)
(I, could imagine Court spilling In, other circumstances)
(prosecution, of, credibility on point)
(them, answer, prosecution 's questions)
(prosecution, has, questions)
(better, observed, veniremen)
(Court, than, nearly 30 years later)
(better, observed, veniremen firsthand)
(it, is, ordered)
(order, stated in, its entirety)
(it, be, hereby denied)
(it, is ordered Upon, consideration of Application for Certificate of Probable Cause appeal)
(it, be, denied)
(it, is ordered Upon, consideration appeal)
(it, is ordered Upon, consideration of Application for Certificate appeal)
(it, is ordered Upon, consideration of Application appeal)
(Justices, concur except, J.)
(We, construe, Foster 's petition for writ of certiorari)
(Georgia Supreme Court, of, order denying)
(We, construe, Foster 's petition)
(We, construe, Foster 's petition for writ)
(We, seeking, review of Georgia Supreme Court 's order)
(Foster, has, petition for writ of certiorari)
(We, seeking, review)
(Foster, has, appeal)
(decision, be decision on, merits of his claim)
(decision, be decision on, merits of claim)
(Georgia Supreme Court 's order, review pursuant to, writ)
(Georgia Supreme Court 's order, review pursuant to, writ under 28 U. S. C. § 1257)
(Georgia Supreme Court 's order, review in, Court)
(Georgia Supreme Court 's order, review pursuant to, writ of certiorari)
(Georgia Supreme Court 's order, review pursuant to, writ of certiorari under 28 U. S. C. § 1257)
(Georgia Supreme Court 's order, is subject In, circumstances)
(Georgia Supreme Court, has, order)
(Georgia Supreme Court 's order, is subject In, such circumstances)
(Georgia Supreme Court 's order, is, subject)
(We, reach, conclusion)
(merits, is in, absence of positive assurance to contrary from Georgia Supreme Court)
(138, at Reynolds is, 479 U. S.)
(lower court decision, is in, case)
(case, that of, Georgia habeas court)
(dissent, Contrary to, assertion)
(Court, with, past practices review)
(it, is, consistent)
(it, is, perfectly consistent)
(state court opinion, yield, answers)
(Court, turn to, other parts of record)
(federal claim, is central to, controversy preclude)
(claim, is, so central)
(federal claim, is so central to, controversy preclude)
(Court, turn to, other parts)
(state court opinion, yield, precise answers)
(federal claim, is, central)
(Court, turn, determine)
(state court opinion, fails as to, grounds of decision)
(claim, is central to, controversy preclude)
(state court opinion, fails as to, grounds)
(claim, is so central to, controversy preclude)
(Court, turn to, parts of record)
(federal claim, is, so central)
(claim, is, central)
(Court, turn to, parts)
(It, goes beyond, unreasoned order of Georgia Supreme Court)
(It, goes, determining)
(Foster 's claim, is, procedurally barred)
(It, too goes, determining)
(Foster 's claim, is, barred)
(It, too goes beyond, order)
(court, for, denial of habeas relief)
(It, goes beyond, unreasoned order)
(Foster, has, claim)
(It, goes beyond, order of Georgia Supreme Court)
(It, too goes beyond, unreasoned order of Georgia Supreme Court)
(It, too goes beyond, order of Georgia Supreme Court)
(It, too goes beyond, unreasoned order)
(It, goes beyond, order)
(res judicata rule, is quite different from, state bar)
(res judicata rule, is, quite different from state procedural bar at issue)
(res judicata rule, is, quite different)
(res judicata rule, is, different from state procedural bar at issue)
(res judicata rule, is different at, issue)
(res judicata rule, is different from, state procedural bar)
(issue, is in, Ake)
(res judicata rule, applied in, case)
(res judicata rule, is, quite different from state bar at issue)
(res judicata rule, is quite different at, issue)
(res judicata rule, applied by, Superior Court)
(res judicata rule, is, different from state bar at issue)
(res judicata rule, is, different)
(res judicata rule, is different from, state bar)
(res judicata rule, is quite different from, state procedural bar)
(state law determination, is, characterized)
(state law determination, is characterized as, dependent)
(Smith, v. Stewart is, Three Affiliated Tribes of Fort Berthold Reservation)
(Stewart, Tribes of, Fort Berthold Reservation)
(state law determination, is characterized as, entirely dependent on)
(state law determination, is characterized as, dependent on)
(state law determination, is characterized as, entirely dependent)
(you, vote for, death penalty)
(you, are, prepared)
(circumstances, warrant, death penalty)
(facts, warrant, death penalty)
(you, vote for, death penalty)
(you, prepared, vote for death penalty)
(you, prepared, vote)
(you, said to, that)
(you, Now said to, that)
(you, Are saying, yes)
(you, Are still saying, yes)
(evidence, warrants, death penalty)
(you, could vote at, Court)
(you, id. could vote for, death penalty)
(you, id. could vote at, Court)
(you, could vote for, death penalty)
(I, could vote for, death penalty)
(prosecution, to, decision exercise)
(S. E., 2d, 74 1991)
(525 S. E., 2d, 2000)
(406 S. E., 2d, 74 1991)
(S. E., 2d, 2000)
(Georgia, res, judicata law)
(it, approaching, imprisonment)
(it, approaching, perhaps imprisonment)
(plain example, is case of, mistaken identity)
(example, is, case)
(plain example, is, case)
(example, is case of, mistaken identity)
(jurisdiction, review, question)
(jurisdiction, review, federal question)
(Court, relies on, Ake)
(Superior Court, rested on, procedural bar)
(Superior Court, deny, Foster 's Batson claim)
(Superior Court, rested on, bar)
(Foster, has, Batson claim)
(we, may look, we would do)
(we, may look through, through last state-court opinion)
(opinion, rested on, state-law grounds)
(opinion, rested on, grounds)
(we, may look through, through opinion)
(we, may look through, through last reasoned opinion)
(we, may look, we would do in habeas context)
(we, may look, discern)
(we, may look through, through state-court opinion)
(we, may look through, through reasoned state-court opinion)
(we, may look through, through last reasoned state-court opinion)
(we, may look through, through reasoned opinion)
(opinion, rested on, state-law procedural grounds)
(we, may look, we would do in federal habeas context)
(we, would do in, federal habeas context)
(we, may look through, through last opinion)
(we, would do in, habeas context)
(opinion, rested on, procedural grounds)
(procedural default, reasoned opinion on, claim)
(default, last opinion on, claim)
(default, reasoned opinion on, claim)
(procedural default, opinion on, claim)
(procedural default, last opinion on, claim)
(default, last reasoned opinion on, claim)
(procedural default, last reasoned opinion on, claim)
(default, opinion on, claim)
(We, presume in, other words)
(decision, rests on, question)
(decision, rests on, question of state law)
(We, presume in, words)
(presumption, arguably plays role in, case)
(defect, would oust, Court of its jurisdiction)
(presumption, arguably plays, more important role)
(procedural defect, would oust, Court of its jurisdiction)
(presumption, plays role in, case)
(defect, Court of, its jurisdiction)
(state-law defect, would oust, Court)
(procedural defect, Court of, its jurisdiction)
(defect, would oust, Court)
(state-law procedural defect, Court of, its jurisdiction)
(presumption, plays, even more important role)
(presumption, arguably plays, role)
(state-law defect, would oust, Court of its jurisdiction)
(presumption, arguably plays, even more important role)
(state-law defect, Court of, its jurisdiction)
(presumption, plays, more important role)
(state-law procedural defect, would oust, Court)
(presumption, arguably plays, important role)
(presumption, plays, role)
(state-law procedural defect, would oust, Court of its jurisdiction)
(procedural defect, would oust, Court)
(presumption, plays role in, state-court case)
(presumption, arguably plays role in, state-court case)
(presumption, plays, important role)
(state-law procedural bar, has, effect)
(its effect, is in, federal habeas)
(Foster, has, claim)
(Foster 's claim, was, denied)
(State Superior Court 's decision, is, strong evidence)
(State Superior Court 's decision, is, evidence)
(State Superior Court, has, decision)
(Foster 's claim, was denied, defaulted)
(Foster 's claim, was denied, procedurally defaulted)
(It, is, one thing look to reasoning of lower state court 's decision confirm)
(It, is, one thing look to reasoning)
(It, look to, reasoning)
(It, is, one thing look to reasoning of state court 's decision confirm)
(lower state court, of, decision confirm)
(It, look to, reasoning of state court 's decision confirm)
(It, is, one thing look)
(It, look to, reasoning of lower state court 's decision confirm)
(It, is, quite another)
(It, is, another)
(lower state court, has, decision assure of jurisdiction)
(Court, probe, that)
(tea, leaves of, single State Superior Court 's decision decide)
(tea, leaves of, State Superior Court 's decision decide)
(single State Superior Court, of, decision decide)
(State 's court, is, authority)
(State 's highest court, is, best authority)
(State, has, highest court)
(underlying rule, is based on, state law)
(underlying substantive rule, is, when based)
(State 's highest court, is authority on, its own law)
(underlying rule, is, based)
(State 's court, is best authority on, its own law)
(rule, is, based)
(State 's court, is best authority on, its law)
(underlying rule, is, when based on state law)
(substantive rule, is based on, state law)
(rule, is, when based)
(underlying rule, is, when based)
(substantive rule, is, when based)
(rule, is, when based on state law)
(underlying substantive rule, is, when based on state law)
(State 's highest court, is authority on, its law)
(State 's highest court, is best authority on, its own law)
(State 's court, is, best authority)
(rule, is based on, state law)
(State 's highest court, is, authority)
(State 's court, is authority on, its own law)
(underlying substantive rule, is based on, state law)
(substantive rule, is, based)
(substantive rule, is, when based on state law)
(State 's highest court, is best authority on, its law)
(underlying substantive rule, is, based)
(State 's court, is authority on, its law)
(counsel, also stipulated At, argument)
(counsel, stipulated At, argument)
(counsel, stipulated At, oral argument)
(counsel, also stipulated At, oral argument)
(Garrett, appeared on, NO 's list)
(definite NO, on, list)
(Garrett, appeared on, definite NO 's list)
(Lanier 's thought process, was based on, lists)
(Lanier, has, thought process)
(Lanier 's process, was based on, lists)
(Lanier 's thought process, was, based)
(Lanier 's process, was, based)
(Court 's decision, is in, J. E. B.)
(Court, has, decision in J. E. B.)
(postdated Foster, has, direct appeal)
