(March 30 2015, Decided at_time, June 18 2015)
(state courts, enjoy discretion in, their adjudication of prisoner 's claims)
(___, at Woodall is, supra)
(it, was meant, be)
(it, was, meant)
(standard, is, difficult)
(102, at Richter is, 562 U. S.)
(Federal, disturbs, State 's significant interest for concluded litigation)
(Federal, disturbs, State 's significant interest in repose for concluded litigation)
(State, has, significant interest in repose for concluded litigation)
(State 's significant interest, is in, repose)
(Federal, disturbs, State 's significant interest)
(Federal, disturbs, State 's interest for litigation)
(Federal, disturbs, State 's significant interest for litigation)
(Federal, habeas, review of state convictions)
(Federal, disturbs, State 's interest for concluded litigation)
(Federal, disturbs, State 's interest in repose for concluded litigation)
(Federal, review of, state convictions)
(Federal, habeas, review)
(Federal, disturbs, State 's significant interest in repose)
(Federal, disturbs, State 's interest in repose)
(Federal, disturbs, State 's significant interest in repose for litigation)
(Federal, disturbs, State 's interest)
(Federal, disturbs, State 's interest in repose for litigation)
(error, was beyond, possibility for fairminded disagreement)
(it, does require state prisoner, AEDPA stops)
(state court 's ruling, so lacking in, justification)
(state court 's ruling, lacking in, justification)
(it, does require state prisoner, AEDPA stops short)
(it, does require, state prisoner)
(state court, has, ruling on claim presented in federal court)
(Brumfield, has, Atkins claim)
(state court, has, decision deny)
(Atkins, execution of, mentally retarded offenders)
(Atkins, precludes, execution)
(Atkins, execution of, offenders)
(Atkins, execution of, retarded offenders)
(Atkins, precludes, execution of retarded offenders)
(Atkins, precludes, execution of mentally retarded offenders)
(Atkins, precludes, execution of offenders)
(state court, has, decision)
(facts, is in, case)
(Court, held In, Atkins)
(Eighth Amendment, precludes, execution of offenders)
(appropriate ways, enforce, constitutional restrictions)
(appropriate ways, enforce restrictions upon, their execution)
(Eighth Amendment, precludes, execution)
(ways, enforce, restrictions)
(Eighth Amendment, execution of, mentally retarded offenders)
(ways, enforce restrictions upon, their execution)
(ways, enforce restrictions upon, their execution of sentences)
(ways, enforce, constitutional restrictions)
(appropriate ways, enforce restrictions upon, their execution of sentences)
(States, to le is, ft)
(Eighth Amendment, execution of, offenders)
(Eighth Amendment, precludes, execution of retarded offenders)
(Eighth Amendment, execution of, retarded offenders)
(appropriate ways, enforce, restrictions)
(Court, has, decision in Ford)
(it, leaving, enforcement of right)
(it, enforcement of, right to States)
(it, enforcement of, right)
(Court 's decision, is in, Ford)
(it, leaving, enforcement of right to States)
(Atkins, cited, Court 's decision)
(it, leaving, enforcement)
(Justice Powell, has, controlling concurrence in Ford)
(Justice Powell 's controlling concurrence, required, court)
(court, afford, prisoner)
(Justice Powell 's controlling concurrence, is in, Ford)
(Justice Powell 's concurrence, required, court)
(opinion concurring, is in, part)
(citation, is in, Atkins)
(it, was to, Justice Powell 's opinion)
(Justice Powell, to, opinion in Ford)
(Justice Powell 's opinion, is in, Ford)
(it, was to, Justice Powell 's opinion in Ford)
(416-417 opinion, is with, Ford)
(state court, has, decision deny)
(Atkins, did establish right upon, threshold showing)
(Atkins, did establish, right to evidentiary hearing)
(Atkins, did establish, right to hearing)
(Atkins, Even did establish, right to hearing)
(Atkins, Even did establish right upon, threshold showing of retardation)
(Atkins, did establish right upon, threshold showing of retardation)
(Atkins, Even did establish, right)
(Atkins, did establish right upon, threshold showing of mental retardation)
(Atkins, Even did establish right upon, threshold showing)
(Atkins, Even did establish right upon, threshold showing of mental retardation)
(Atkins, did establish, right)
(state court, has, decision deny)
(Atkins, Even did establish, right to evidentiary hearing)
(he, had made, threshold showing)
(Brumfield, been entitled to, evidentiary hearing)
(he, had made, threshold showing of retardation)
(Brumfield, been, entitled)
(Brumfield, been entitled to, hearing)
(he, had made, threshold showing of mental retardation)
(Court, found, threshold)
(established federal law, is with, as its rejection of Atkins claim itself)
(state court, has, decision deny)
(state court, has, decision)
(It, offered guidance, subaverage functioning)
(It, offered guidance, subaverage intellectual functioning)
(It, offered guidance, functioning)
(It, offered guidance, intellectual functioning)
(It, offered, guidance)
(significant limitations, is in, adaptive skills such communication)
(It, indications of, IQ score necessary for functioning)
(It, indications of, IQ score necessary for subaverage intellectual functioning)
(n. 3, defining, mild retardation)
(term, describe, people with IQ level)
(term, describe, people)
(It, indications of, IQ score necessary for intellectual functioning)
(n. 3, defining, retardation)
(It, conflicting indications of, IQ score)
(n. 3, defining, mild mental retardation)
(n. 3, defining retardation, term used)
(It, conflicting indications of, IQ score necessary for subaverage functioning)
(It, conflicting indications of, IQ score necessary for subaverage intellectual functioning)
(It, indications of, IQ score necessary)
(It, indications of, IQ score necessary for subaverage functioning)
(people, is with, IQ level of 50-55)
(term, describe people to, approximately 70)
(2 Kaplan, has, Comprehensive Textbook of Psychiatry 2589)
(It, conflicting indications of, IQ score necessary)
(n. 3, defining, mental retardation)
(term, describe, people with IQ level of 50-55)
(It, indications of, IQ score)
(It, conflicting indications of, IQ score necessary for functioning)
(It, conflicting indications of, IQ score necessary for intellectual functioning)
(retarded offenders, understand, information)
(information, communicate to, abstract from mistakes)
(significant limitations, is in, adaptive skills)
(It, offered specificity with respect to, limitations)
(retarded offenders, diminished, capacities)
(It, offered specificity with respect to, significant limitations in skills)
(It, offered specificity with respect to, significant limitations in adaptive skills)
(It, offered specificity with respect to, significant limitations)
(retarded offenders, diminished capacities by, definition)
(It, offered specificity with respect to, limitations in skills)
(offenders, diminished by, definition)
(offenders, diminished capacities by, definition)
(It, offered, specificity)
(offenders, diminished, capacities)
(offenders, understand, information)
(It, offered specificity, it remarked)
(information, communicate to, abstract)
(retarded offenders, diminished by, definition)
(It, offered specificity with respect to, limitations in adaptive skills)
(it, rejected, Brumfield 's claim)
(Brumfield, has, claim)
(general rule, announced in, Atkins)
(rule, announced in, Atkins)
(Brumfield, achieved id., 75)
(Brumfield, achieved, 75)
(He, scored somewhat higher on, IQ tests administered to him by Dr. Jordan)
(He, also scored higher on, IQ tests administered by Dr. Jordan)
(He, scored somewhat higher on, IQ tests administered to him)
(He, scored higher on, IQ tests administered by Dr. Jordan)
(He, also scored on, IQ tests administered to him)
(He, also scored on, IQ tests)
(He, also scored somewhat higher on, IQ tests administered)
(He, scored somewhat higher on, IQ tests)
(He, also scored higher on, IQ tests)
(He, scored on, IQ tests administered by Dr. Jordan)
(He, also scored higher on, IQ tests administered to him)
(He, scored higher on, IQ tests)
(He, also scored somewhat higher on, IQ tests administered to him by Dr. Jordan)
(He, scored on, IQ tests administered to him by Dr. Jordan)
(He, also scored on, IQ tests administered)
(He, also scored somewhat higher on, IQ tests administered to him)
(He, scored on, IQ tests administered to him)
(He, also scored somewhat higher on, IQ tests administered by Dr. Jordan)
(He, scored on, IQ tests administered)
(He, scored higher on, IQ tests administered to him)
(He, scored higher on, IQ tests administered to him by Dr. Jordan)
(He, scored on, IQ tests)
(He, also scored somewhat higher on, IQ tests)
(He, also scored higher on, IQ tests administered)
(He, scored higher on, IQ tests administered)
(He, also scored on, IQ tests administered to him by Dr. Jordan)
(He, scored somewhat higher on, IQ tests administered by Dr. Jordan)
(He, also scored higher on, IQ tests administered to him by Dr. Jordan)
(He, also scored on, IQ tests administered by Dr. Jordan)
(He, scored somewhat higher on, IQ tests administered)
(reasoning skills, meet, demands of everyday adulthood)
(reasoning skills, are, sufficient)
(reasoning skills, meet, demands)
(reasoning skills, meet, demands of adulthood)
(his test, results To, contrary)
(decrement, is in, types of problems one)
(one, mischaracterize, Atkins)
(Brumfield, has, Atkins claim)
(state court, rejected, his claim)
(majority, conflates, questions)
(majority, conflates, questions with questions about application of law to fact)
(majority, conflates, questions of fact with questions about application of law to fact)
(majority, conflates, questions with questions about application of law)
(majority, conflates questions, concluding)
(questions, is with, questions about application of law to fact)
(majority, conflates, questions with questions)
(majority, conflates, questions with questions about application)
(majority, conflates, questions with questions about application to fact)
(majority, conflates, questions of fact with questions about application to fact)
(majority, conflates, questions of fact)
(majority, conflates, questions of fact with questions about application of law)
(majority, conflates questions, concluding otherwise)
(majority, conflates, questions of fact with questions)
(majority, conflates, questions of fact with questions about application)
(it, get around, inconveniences of established Federal law determined by th)
(it, get around, inconveniences of established Federal law determined)
(it, get around, inconveniences of clearly established Federal law determined)
(it, get around, inconveniences of Federal law determined by th)
(it, get around, inconveniences)
(it, get around, inconveniences of clearly established Federal law determined by th)
(it, get around, inconveniences of Federal law determined)
(we, have summarily reversed, lower courts)
(we, making, same error)
(we, making, error)
(we, Indeed have reversed, lower courts)
(we, have reversed, lower courts)
(we, Indeed have summarily reversed, lower courts)
(we, Indeed have summarily reversed, courts)
(we, Indeed have reversed, courts)
(we, have reversed, courts)
(we, have summarily reversed, courts)
(its grant, was based on, conclusion about adequacy of notice provided)
(curiam, per Lopez is, 574 U. S. ___)
(its grant, was based on, legal conclusion about adequacy of notice provided)
(its grant, was, based)
(its grant, was, in reality based on legal conclusion about adequacy)
(its grant, was, in reality based on legal conclusion about adequacy of notice)
(its grant, was, in reality based on conclusion about adequacy of notice provided)
(its grant, was based on, conclusion about adequacy)
(its grant, was based, Ninth Circuit claimed)
(its grant, was based on, legal conclusion about adequacy)
(its grant, was based on, conclusion about adequacy of notice)
(its grant, was, in reality based on conclusion)
(its grant, was based on, legal conclusion)
(its disagreement, is with, state court)
(its grant, was, in reality based on legal conclusion)
(its grant, was, in reality based on conclusion about adequacy)
(its grant, was based in, reality)
(its grant, was based on, legal conclusion about adequacy of notice)
(its grant, was, in reality based on conclusion about adequacy of notice)
(its grant, was, in reality based on legal conclusion about adequacy of notice provided)
(curiam, per Lopez is, ___ 2014)
(its grant, was based on, conclusion)
(We, should hold, ourselves)
(majority, has, willingness afford on first ground of alleged error in dismissal of Atkins claim)
(state court, in, dismissal of Atkins claim)
(alleged error, is in, state court 's dismissal of his Atkins claim)
(state court, on, denial funding)
(Brumfield, on, first ground of alleged error in dismissal of Atkins claim)
(I, address, second)
(AEDPA bars relief, also address, second)
(AEDPA bars relief, address, second)
(I, also address, second)
(AEDPA 's standards, make, short work)
(AEDPA 's standards, make, work of ground)
(AEDPA, has, standards)
(AEDPA 's standards, make, work)
(AEDPA 's standards, make, short work of ground)
(state court 's denial, was contrary to, application of clearly established law)
(state court 's denial, determined by, Court)
(state court 's denial, was contrary to, application of federal law)
(state court, has, denial of funding to Brumfield)
(state court 's denial, was contrary to, unreasonable application of clearly established federal law)
(state court 's denial, was contrary to, unreasonable application of federal law)
(state court 's denial, was contrary to, application of law)
(state court 's denial, was contrary to, unreasonable application of established law)
(state court 's denial, was contrary to, application of established federal law)
(denial, was, unreasonable)
(state court 's denial, was contrary to, unreasonable application of established federal law)
(state court 's denial, was contrary to, unreasonable application)
(state court 's denial, was contrary to, unreasonable application of clearly established law)
(state court 's denial, was contrary to, application of clearly established federal law)
(state court 's denial, was contrary to, application)
(state court 's denial, was contrary to, application of established law)
(state court 's denial, was contrary to, unreasonable application of law)
(appropriate ways, enforce restriction upon, their execution)
(appropriate ways, enforce, constitutional restriction)
(appropriate ways, enforce, restriction)
(ways, enforce, restriction)
(ways, enforce, constitutional restriction)
(appropriate ways, enforce restriction upon, their execution of sentences)
(ways, enforce restriction upon, their execution of sentences)
(ways, enforce restriction upon, their execution)
(Atkins, address, constitutional requirements)
(Atkins, address, constitutional requirements for funding)
(Atkins, address, requirements for funding)
(Atkins, address, requirements for funding of claims)
(Atkins, address, constitutional requirements for funding of claims)
(Atkins, address, requirements)
(insanity, Ake as, defense)
(State, on, power)
(limitation, as Ake is, 477 U. S.)
(Ake, is in, context of insanity)
(Ake, is in, context of insanity)
(insanity, Ake as, defense to crime)
(insanity, Ake at, Powell)
(418, at Ake is, 470 U. S.)
(context, in Ake is, 470 U. S.)
(context, in Ake is, 470 U. S.)
(insanity, Ake in, context of insanity)
(decisions, addressed, protections)
(70, at Ake is, 470 U. S.)
(418, at Ake is, 477 U. S.)
(context, in Ake is, 477 U. S.)
(context, in Ake is, 477 U. S.)
(defense, as Ake is, 470 U. S.)
(decisions, Instead addressed, protections)
(decisions, Instead addressed, protections for prisoners)
(decisions, addressed, protections for prisoners)
(insanity, Ake in, context)
(limitation, as Ake is, 470 U. S.)
(70, at Ake is, 477 U. S.)
(defense, as Ake is, 477 U. S.)
(prisoner, is entitled to, funds)
(he, has made, substantial threshold showing)
(he, has made, threshold showing)
(prisoner, is, entitled)
(he, has made, substantial threshold showing of claim)
(prisoner, develop, insanity claim)
(he, has made, threshold showing of claim)
(Ake, addressed, question)
(Ake, addressed question at, all)
(it, award, Brumfield funds)
(state court, complied with, Court 's decisions)
(Court, with, decisions)
(state court, fully complied with, Court 's decisions)
(Brumfield, make, substantial threshold showing of mental retardation)
(Brumfield, deprived, people)
(Brumfield, ago deprived, people of Baton Rouge of one their police officers)
(Brumfield, ago deprived, people of Baton Rouge of one of their police officers)
(Brumfield, ago deprived, people of Baton Rouge)
(Brumfield, ago deprived, people)
(Brumfield, deprived, people of Baton Rouge)
(Brumfield, deprived, people of Baton Rouge of one their police officers)
(Brumfield, deprived, people of Baton Rouge of one of their police officers)
(jury, sentenced, him)
(jury, found, Brumfield guilty)
(Brumfield, guilty of, crime)
(jury, found, Brumfield guilty of crime)
(Louisiana courts, afforded, collateral-review proceedings)
(Louisiana courts, afforded, him)
(Louisiana courts, afforded, full appellate)
(Louisiana courts, afforded, appellate)
(court, has, factual findings)
(majority, tosses proceedings aside at_time, Today)
(record, includes, evidence)
(majority, tosses aside, proceedings)
(majority, tosses proceedings, it concedes)
(evidence, supporting, court 's findings)
(evidence, supporting, court 's factual findings)
(majority, tosses proceedings at_time, Today)
(majority, tosses proceedings, even it concedes)
(majority, tosses proceedings aside, even it concedes)
(majority, tosses proceedings aside, it concedes)
(Brumfield, has, Atkins claim)
(majority, tosses, proceedings)
(concession, should bar relief for, Brumfield)
(concession, should bar relief Under, AEDPA)
(concession, should bar, relief)
(majority, distorts law, concluding)
(majority, distorts, federal law)
(Louisiana, upon, sovereign right enforce)
(majority, distorts, law)
(majority, distorts law, concluding otherwise)
(Such willfulness, is, disheartening)
(willfulness, is, disheartening)
(disheartening, is, its disregard for human cost of its decision)
(majority, than, disregard for AEDPA)
(disheartening, is, its disregard)
(disheartening, is, its disregard for cost of its decision)
(disheartening, is, its disregard for cost)
(disheartening, is, its disregard for human cost)
(Louisiana jury, sentenced, Brumfield)
(Louisiana jury, sentenced Brumfield to, death)
(Brumfield, 's victim is, Betty Smothers)
(It, barely spares, two words)
(It, spares, two words)
(It, spares, two words necessary)
(It, barely spares, two words necessary)
(Brumfield, has, victim)
(My Journey, is in, Game of Football)
(KEVAN BRUMFIELD, PETITIONER v., BURL CAIN)
(JUSTICE, joins, dissenting)
(CHIEF JUSTICE, joins, dissenting)
(I, join, all but)
(I, join, all)
(story recounted, serve, very beneficial purpose)
(story recounted, serve, purpose)
(story, recounted in, Part)
(story recounted, serve, beneficial purpose)
(story recounted, serve purpose, read)
(story recounted, serve purpose, widely read)
(Court, formerly employed, retarded)
(Court, employed, mentally retarded)
(Court, formerly employed, mentally retarded)
(Court, employed, retarded)
(governing, adjudication of, Atkins claims)
(Louisiana, adopted, statute)
(Louisiana, subsequently adopted, statute)
(procedures, governed, case)
(procedures case, set forth in, Williams)
(procedures case, set in, Williams)
(procedures, set forth in, Williams)
(procedures, set in, Williams)
(dissent, recasting, determinations)
(dissent, recasting, legal determinations)
(dissent, accuses, us)
(dissent, recasting determinations as, factual ones)
(dissent, recasting determinations as, ones)
(we, subject, determinations)
(record evidence, was inconsistent with, disability)
(we, subject determinations, review)
(we, review under, d)
(record evidence, was inconsistent with, intellectual disability)
(record evidence, was, inconsistent)
(curiam, per Maggio is, 462 U. S. 111 117 1983)
(state court, has, conclusion)
(state court 's decision, was, premised)
(We, makes, clear)
(determinations, were, made)
(Brumfield, has, Atkins claim)
(factual determinations, were, made)
(state court 's decision, was premised on, determinations)
(state court, has, decision rejecting)
(We, look to, Louisiana case law)
(we, apply, d)
(AEDPA bars Brumfield, has, Atkins claim)
(we, ignored, language)
(we, ignored language in, Williams)
(dissent, wrenches, language)
(dissent, wrenches, quoted language)
(dissent, wrenches language out of, context)
(it, was simply using, example)
(it, illustrate, concept of SEM)
(it, was using, example)
(it, illustrate, concept)
(Dr. Jordan, has, report)
(counsel, has, representation)
(2d 366 380, n., MD La. 2012)
(50 State 's counsel, asserting, that)
(limitations, is in, two of following applicable adaptive skill areas)
(other two standards, set forth in, Williams)
(two standards, set in, Williams)
(two standards, set forth in, Williams)
(standards, set forth in, Williams)
(other standards, set in, Williams)
(other two standards, set in, Williams)
(standards, set in, Williams)
(other standards, set forth in, Williams)
(Brumfield 's placement, was, due)
(Brumfield 's behavioral problems, were, in part function of learning disability)
(Brumfield 's behavioral problems, were function of, learning disability)
(19, at misbehavior is, post)
(Brumfield 's problems, were, in part function of learning disability)
(Brumfield 's problems, were function of, learning disability)
(Brumfield 's placement, is in, special education classes)
(Brumfield 's placement, was, simply due)
(function, is in, part)
(Brumfield, has, behavioral problems)
(Brumfield 's problems, were, function)
(Brumfield, has, placement in special education classes)
(Brumfield 's problems, were function in, part)
(Brumfield 's behavioral problems, were, function)
(Brumfield 's placement, was due to, post)
(his, misbehavior, post)
(Brumfield 's behavioral problems, were function in, part)
(Brumfield 's placement, was simply due to, post)
(proceeding, instituted by, person)
(determination, be presumed In, proceeding instituted)
(proceeding, instituted by, application writ)
(determination, be presumed In, proceeding instituted by application for writ of habeas corpus by person in custody)
(determination, be presumed In, proceeding instituted by application by person)
(determination, be presumed In, proceeding instituted by application for writ by person in custody)
(proceeding, instituted by, person custody judgment)
(proceeding, instituted by, application writ habeas corpus)
(proceeding, instituted by, person custody judgment State court)
(determination, be presumed, correct)
(determination, be presumed In, proceeding instituted by person in custody)
(determination, be presumed In, proceeding instituted by application for writ of habeas corpus)
(determination, be presumed In, proceeding instituted by person)
(determination, be presumed In, proceeding instituted by application for writ of habeas corpus by person)
(determination, be, presumed)
(proceeding, instituted by, application)
(person, is in, custody pursuant judgment of State court)
(proceeding, instituted by, person custody)
(determination, be presumed In, proceeding instituted by application)
(determination, be presumed In, proceeding)
(determination, be presumed In, proceeding instituted by application for writ by person)
(determination, be presumed In, proceeding instituted by application by person in custody)
(determination, be presumed In, proceeding instituted by application for writ)
(confession, can, can found)
(videotaped confession, can, can found)
(videotaped confession, can, can found at http://www.supremecourt)
(confession, can, can found at http://www.supremecourt)
(she, given, him)
(she, earlier had caught, him stealing)
(she, had caught, him stealing)
(My Journey, is in, Game of Football)
(my mother, working security at, store)
(my mother, working at, store)
(my mother, working, security)
(my mother, caught in, 1987)
(I, thought to, myself)
(Warrick, has, father)
(she, was, when alive)
(she, was, alive)
(his mother, been, family patriarch)
(Corporal Smothers, ' daughters is, Summer)
(14-year-old, to, physical state of mind)
(petitioner, of, claim of mental retardation under Atkins)
(evidence, presented at, petitioner penalty phase proceeding)
(question, is framed as, one law)
(question, is, framed)
(question, presented in, his petition)
(question, is framed as, one of law)
(petitioner, at, penalty phase proceeding)
(Brumfield, reframed, his question)
(majority, defend, its recharacterization)
(majority, defend, its recharacterization of inquiry on ground)
(majority, defend, its recharacterization of inquiry)
(State, invoked, provision)
(Brumfield, sought, federal collateral relief)
(Brumfield, sought, collateral relief)
(someone, is, retarded)
(someone, is, mentally retarded)
(disagreement, define, offenders)
(It, ot, will so impaired)
(It, ot, will impaired)
(disagreement, define, mentally retarded offenders)
(disagreement, define, retarded offenders)
(he, fall within, category of persons)
(he, fall within, category of persons identified in Atkins as beyond State 's power execute)
(he, fall within, category of persons identified in Atkins as legally beyond State 's power execute)
(he, Thus bears, burden)
(he, is, sufficiently impaired)
(he, is, impaired)
(he, fall within, category of persons identified in Atkins)
(prisoner, brings, Atkins claim)
(he, fall within, category)
(he, fall within, category of persons identified as legally beyond State 's power execute)
(he, bears, burden)
(he, is, also impaired)
(he, fall within, category of persons identified)
(he, is, also sufficiently impaired)
(he, fall within, category of persons identified as beyond State 's power execute)
(Williams, supply, state law)
(Brumfield, before, hearing)
(Williams, supply, governing state law)
(claims, is in, capital cases)
(Acts p. 698, enacting, La.)
(Williams, supplies, state law)
(Williams, supplies, applicable state law)
(majority, has, persistent characterization of standard as reasonable doubt standard)
(majority 's characterization, is, quite misleading)
(majority 's persistent characterization, is, misleading)
(majority 's characterization, is, misleading)
(majority 's persistent characterization, is, quite misleading)
(Court, using, example)
(example, Court in, Williams)
(it, standard error of, measurement)
(Court, is in, Williams)
(it, was illustrating, standard error of measurement)
(Court, illustrate, concept of standard error of measurement)
(it, was illustrating, error)
(853, at Williams is, supra)
(it, error of, measurement)
(Court, illustrate, concept of standard error)
(Court, illustrate, concept)
(it, was illustrating, error of measurement)
(it, was illustrating, standard error)
(Brumfield, 's behavior is, Record 3879)
(majority, places, great reliance)
(majority, places reliance on, testimony)
(majority, places, reliance)
(function, is in, part of learning disability)
(school, diagnosed, him)
(Dr. Guin, make, diagnosis)
(Brumfield, even had requested, relief)
(Brumfield, even had requested relief under, provision)
(It, is, worth)
(Brumfield, had requested, relief)
(Brumfield, had requested relief under, provision)
(majority, has, analysis of state law)
(Brumfield, even could show, violation of state law)
(Brumfield, could show, violation)
(Brumfield, could show, violation of state law)
(Brumfield, even could show, violation)
(Brumfield, violation of, state law)
