from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
funds	 criminal_triples/case_19.txt	 funds	 were	 In cases allocated to costs 	 In both cases, the funds were allocated to costs, fees, and restitution
allocated	 criminal_triples/case_19.txt	 funds	 were	 In cases allocated to costs 	 In both cases, the funds were allocated to costs, fees, and restitution
costs	 criminal_triples/case_19.txt	 funds	 were	 In cases allocated to costs 	 In both cases, the funds were allocated to costs, fees, and restitution
refund	 criminal_triples/case_19.txt	 Madden 's postconviction court	 refund of	 costs 	 Nelson's trial court denied her motion outright, and Madden's postconviction court allowed a refund of costs and fees, but not restitution
outright	 criminal_triples/case_19.txt	 Nelson 's trial court	 denied outright	 her motion 	 Nelson's trial court denied her motion outright, and Madden's postconviction court allowed a refund of costs and fees, but not restitution
exclusive	 criminal_triples/case_19.txt	 § § 13-65-101 13-65-103	 provided	 exclusive authority for refunds 	 §§13-65-101, 13-65-102, 13-65-103, provided the exclusive authority for refunds and that, because neither Nelson nor Madden had filed a claim under that Act, the courts lacked authority to order refunds
compensation	 criminal_triples/case_19.txt	 their property	 compensation for	 its temporary deprivation 	 But Nelson and Madden seek the return of their property, not compensation for its temporary deprivation
temporary	 criminal_triples/case_19.txt	 their property	 compensation for	 its temporary deprivation 	 But Nelson and Madden seek the return of their property, not compensation for its temporary deprivation
burden	 criminal_triples/case_19.txt	 State	 has	 burden prove 	 Other procedures cited by Colorado--the need for probable cause to support criminal charges, the jury-trial right, and the State's burden to prove guilt beyond a reasonable doubt--do not address the risk faced by a defendant whose conviction has been overturned that she will not recover funds taken from her based solely on a conviction no longer valid
obliged	 criminal_triples/case_19.txt	 State	 is	 obliged 	 When a criminal conviction is invalidated by a reviewing court and no retrial will occur, is the State obliged to refund fees, court costs, and restitution exacted from the defendant upon, and as a consequence of, the conviction
exacted	 criminal_triples/case_19.txt	 court costs	 exacted from	 defendant 	 When a criminal conviction is invalidated by a reviewing court and no retrial will occur, is the State obliged to refund fees, court costs, and restitution exacted from the defendant upon, and as a consequence of, the conviction
fees	 criminal_triples/case_19.txt	 State	 refund	 fees 	 When a criminal conviction is invalidated by a reviewing court and no retrial will occur, is the State obliged to refund fees, court costs, and restitution exacted from the defendant upon, and as a consequence of, the conviction
retains	 criminal_triples/case_19.txt	 State	 retains	 conviction-related assessments 	 Under the Colorado law before us in these cases, however, the State retains conviction-related assessments unless and until the prevailing defendant institutes a discrete civil proceeding and proves her innocence by clear and convincing evidence
sole	 criminal_triples/case_19.txt	 sole legal basis	 was	 fact 	 The sole legal basis for these assessments was the fact of Nelson's and Madden's convictions.3 Absent those convictions, Colorado would have no legal right to exact and retain petitioners' funds
allowed	 criminal_triples/case_19.txt	 postconviction court	 allowed refund In	 Madden 's case 	 In Madden's case, the postconviction court allowed the refund of costs and fees, but not restitution
exonerated	 criminal_triples/case_19.txt	 Exoneration Act	 is exclusive process for	 exonerated defendants 	 As no other statute addresses refunds, the court concluded that the Exoneration Act is the "exclusive process for exonerated defendants seeking a refund of costs, fees, and restitution.
incarceration	 criminal_triples/case_19.txt	 has overturned	 has served	 all of term of incarceration 	 Recovery under the Act is available only to a defendant who has served all or part of a term of incarceration pursuant to a felony conviction, and whose conviction has been overturned for reasons other than insufficiency of evidence or legal error unrelated to actual innocence
recoup	 criminal_triples/case_19.txt	 petitioner	 may recoup in addition to	 compensation 	 A successful petitioner may recoup, in addition to compensation for time served,6 "any fine, penalty, court costs, or restitution . . . paid . . . as a result of his or her wrongful conviction.
inspection	 criminal_triples/case_19.txt	 process inspection	 governs	 cases 	 The familiar procedural due process inspection instructed by Mathews v. Eldridge, 424 U. S. 319 (1976), governs these cases
exposed	 criminal_triples/case_19.txt	 Nelson	 were	 exposed 	 Colorado argues that we should instead apply the standard from Medina v. California, 505 U. S. 437, 445 (1992), and inquire whether Nelson and Madden were exposed to a procedure offensive to a fundamental principle of justice
interest	 criminal_triples/case_19.txt	 court	 governmental interest at	 stake 	 Under the Mathews balancing test, a court evaluates (A) the private interest affected; (B) the risk of erroneous deprivation of that interest through the procedures used; and (C) the governmental interest at stake
stake	 criminal_triples/case_19.txt	 court	 governmental interest at	 stake 	 Under the Mathews balancing test, a court evaluates (A) the private interest affected; (B) the risk of erroneous deprivation of that interest through the procedures used; and (C) the governmental interest at stake
evaluates	 criminal_triples/case_19.txt	 court	 evaluates interest Under	 Mathews balancing test 	 Under the Mathews balancing test, a court evaluates (A) the private interest affected; (B) the risk of erroneous deprivation of that interest through the procedures used; and (C) the governmental interest at stake
balancing	 criminal_triples/case_19.txt	 court	 evaluates interest Under	 Mathews balancing test 	 Under the Mathews balancing test, a court evaluates (A) the private interest affected; (B) the risk of erroneous deprivation of that interest through the procedures used; and (C) the governmental interest at stake
considerations	 criminal_triples/case_19.txt	 three considerations	 weigh against	 Colorado 's scheme 	 All three considerations weigh decisively against Colorado's scheme
decisively	 criminal_triples/case_19.txt	 three considerations	 weigh decisively against	 Colorado 's scheme 	 All three considerations weigh decisively against Colorado's scheme
belong	 criminal_triples/case_19.txt	 funds	 belong in	 place 	 Colorado urges, however, that the funds belong to the State because Nelson's and Madden's convictions were in place when the funds were taken
erased	 criminal_triples/case_19.txt	 convictions	 were	 erased 	 But once those convictions were erased, the presumption of their innocence was restored
restored	 criminal_triples/case_19.txt	 presumption	 was	 restored 	 But once those convictions were erased, the presumption of their innocence was restored
foundation	 criminal_triples/case_19.txt	 presumption	 lies at	 foundation of our criminal law 	 .8 "[A]xiomatic and elementary," the presumption of innocence "lies at the foundation of our criminal law.
prevailed	 criminal_triples/case_19.txt	 petitioners	 prevailed moreover on	 review 	 That petitioners prevailed on subsequent review rather than in the first instance, moreover, should be inconsequential
moreover	 criminal_triples/case_19.txt	 petitioners	 prevailed moreover on	 review 	 That petitioners prevailed on subsequent review rather than in the first instance, moreover, should be inconsequential
retain	 criminal_triples/case_19.txt	 State	 does retain	 amount 	 By what right does the State retain the amount paid out by the defendant? 
vulnerability	 criminal_triples/case_19.txt	 vulnerability	 is	 more apparent 	 The vulnerability of the State's argument that it can keep the amounts exacted so long as it prevailed in the court of first instance is more apparent still if we assume a case in which the sole penalty is a fine
urges	 criminal_triples/case_19.txt	 Exoneration Act	 is remedy	 Colorado urges 	 Is there a risk of erroneous deprivation of defendants' interest in return of their funds if, as Colorado urges, the Exoneration Act is the exclusive remedy
monetary	 criminal_triples/case_19.txt	 pursuant	 compensation for	 deprivation of monetary assessments 	 Colorado argued on brief that if the Exoneration Act provides sufficient process to compensate a defendant for the loss of her liberty, the Act should also suffice "when a defendant seeks compensation for the less significant deprivation of monetary assessments paid pursuant to a conviction that is later overturned.
compensate	 criminal_triples/case_19.txt	 Exoneration Act	 compensate	 defendant for loss of her liberty 	 Colorado argued on brief that if the Exoneration Act provides sufficient process to compensate a defendant for the loss of her liberty, the Act should also suffice "when a defendant seeks compensation for the less significant deprivation of monetary assessments paid pursuant to a conviction that is later overturned.
minimize	 criminal_triples/case_19.txt	 numerous pre	 minimize	 risk 	 Colorado also suggests that "numerous pre- and post-deprivation procedures"--including the need for probable cause to support criminal charges, the jury-trial right, and the State's burden to prove guilt beyond a reasonable doubt--adequately minimize the risk of erroneous deprivation of property
withhold	 criminal_triples/case_19.txt	 State	 may withhold funds	 overturned 	 "Equitable [c]onsiderations," Colorado suggests, may bear on whether a State may withhold funds from criminal defendants after their convictions are overturned
comport	 criminal_triples/case_19.txt	 State	 comport with	 due process 	 To comport with due process, a State may not impose anything more than minimal procedures on the refund of exactions dependent upon a conviction subsequently invalidated
asses	 criminal_triples/case_19.txt	 we	 asses	 validity 	 Medina applies when we are called upon to "asses[s] the validity of state procedural rules which . . . are part of the criminal process," id., at 443, and that is precisely the situation here
refunded	 criminal_triples/case_19.txt	 payments	 be	 refunded 	 In holding that these payments must be refunded, the Court relies on a feature of the criminal law, the presumption of innocence
feature	 criminal_triples/case_19.txt	 Court	 relies on	 feature of criminal law 	 In holding that these payments must be refunded, the Court relies on a feature of the criminal law, the presumption of innocence
surely	 criminal_triples/case_19.txt	 refund obligation	 is	 For reasons surely part of process 	 For these reasons, the refund obligation is surely "part of the criminal process" and thus falls squarely within the scope of Medina
squarely	 criminal_triples/case_19.txt	 refund obligation	 falls squarely within	 scope 	 For these reasons, the refund obligation is surely "part of the criminal process" and thus falls squarely within the scope of Medina
fundamental	 criminal_triples/case_19.txt	 it	 fundamental and deeply rooted principle of	 justice 	 Under Medina, a state rule of criminal procedure not governed by a specific rule set out in the Bill of Rights violates the Due Process Clause of the Fourteenth Amendment only if it offends a fundamental and deeply rooted principle of justice
deeply	 criminal_triples/case_19.txt	 it	 fundamental and deeply rooted principle of	 justice 	 Under Medina, a state rule of criminal procedure not governed by a specific rule set out in the Bill of Rights violates the Due Process Clause of the Fourteenth Amendment only if it offends a fundamental and deeply rooted principle of justice
characterized	 criminal_triples/case_19.txt	 istorical practice	 is probative	 can characterized 	 And "[h]istorical practice is probative of whether a procedural rule can be characterized as fundamental.
touchstone	 criminal_triples/case_19.txt	 practice	 provides	 touchstone for constitutional analysis 	 Indeed, petitioners invite us to measure the Colorado scheme against traditional practice, reminding us that our " 'first due process cases' " recognized that " 'traditional practice provides a touchstone for constitutional analysis,' " Brief for Petitioners 26 (quoting Honda Motor Co. v. Oberg, 512 U. S. 415, 430 (1994))
reminding	 criminal_triples/case_19.txt	 Brief	 reminding	 us 	 Indeed, petitioners invite us to measure the Colorado scheme against traditional practice, reminding us that our " 'first due process cases' " recognized that " 'traditional practice provides a touchstone for constitutional analysis,' " Brief for Petitioners 26 (quoting Honda Motor Co. v. Oberg, 512 U. S. 415, 430 (1994))
historical	 criminal_triples/case_19.txt	 Court	 turns	 its back on historical practice 	 The Court, by contrast, turns its back on historical practice, preferring to balance the competing interests according to its own lights
forms	 criminal_triples/case_19.txt	 government	 depriving	 persons of forms of property 	 The Court applies the balancing test set out in Mathews v. Eldridge, 424 U. S. 319 (1976), a modern invention "first conceived" to decide what procedures the government must observe before depriving persons of novel forms of property such as welfare or Social Security disability benefits
centuries	 criminal_triples/case_19.txt	 T he States	 is grounded in	 centuries of common-law tradition 	 [T]he States have considerable expertise in matters of criminal procedure and the criminal process is grounded in centuries of common-law tradition.
tradition	 criminal_triples/case_19.txt	 T he States	 is grounded in	 centuries of common-law tradition 	 [T]he States have considerable expertise in matters of criminal procedure and the criminal process is grounded in centuries of common-law tradition.
undue	 criminal_triples/case_19.txt	 undue interference	 is with	 considered legislative judgments 	 Applying the Mathews balancing test to established rules of criminal practice and procedure may result in "undue interference with both considered legislative judgments and the careful balance that the Constitution strikes between liberty and order.
struck	 criminal_triples/case_19.txt	 long practice	 has struck	 balance between competing interests of State 	 Where long practice has struck a particular balance between the competing interests of the State and those charged with crimes, we should not lightly disturb that determination
balance	 criminal_triples/case_19.txt	 long practice	 has struck	 balance between competing interests of State 	 Where long practice has struck a particular balance between the competing interests of the State and those charged with crimes, we should not lightly disturb that determination
competing	 criminal_triples/case_19.txt	 long practice	 has struck	 balance between competing interests of State 	 Where long practice has struck a particular balance between the competing interests of the State and those charged with crimes, we should not lightly disturb that determination
obligated	 criminal_triples/case_19.txt	 individual	 is	 obligated 	 American law has long recognized that when an individual is obligated by a civil judgment to pay money to the opposing party and that judgment is later reversed, the money should generally be repaid
repaid	 criminal_triples/case_19.txt	 money	 be	 repaid 	 American law has long recognized that when an individual is obligated by a civil judgment to pay money to the opposing party and that judgment is later reversed, the money should generally be repaid
memorialized	 criminal_triples/case_19.txt	 remedy	 memorialized as	 part 	 This was "a remedy well known at common law," memorialized as "a part of the judgment of reversal which directed 'that the defendant be restored to all things which he has lost on occasion of the judgment aforesaid.' 
acknowledge	 criminal_triples/case_19.txt	 practice	 carried over	 parties acknowledge 	 As both parties acknowledge, this practice carried over to criminal cases
recover	 criminal_triples/case_19.txt	 defendants	 could recover	 monetary penalties 	 When a conviction was reversed, defendants could recover fines and monetary penalties assessed as part of the conviction
penalties	 criminal_triples/case_19.txt	 defendants	 could recover	 monetary penalties 	 When a conviction was reversed, defendants could recover fines and monetary penalties assessed as part of the conviction
fines	 criminal_triples/case_19.txt	 defendants	 could recover	 fines 	 When a conviction was reversed, defendants could recover fines and monetary penalties assessed as part of the conviction
assessed	 criminal_triples/case_19.txt	 defendants	 could recover	 fines assessed as part 	 When a conviction was reversed, defendants could recover fines and monetary penalties assessed as part of the conviction
reversal	 criminal_triples/case_19.txt	 fine imposed	 has	 Where has paid on reversal 	 1921) ("Where a fine illegally imposed has been paid, on reversal of the judgment a writ of restitution may issue against the parties who received the fine")
possessor	 criminal_triples/case_19.txt	 possessor	 permitted	 retain 	 The central question courts have asked is whether "the possessor will give offense to equity and good conscience if permitted to retain [the successful appellant's money].
equity	 criminal_triples/case_19.txt	 possessor	 give offense to	 equity conscience 	 The central question courts have asked is whether "the possessor will give offense to equity and good conscience if permitted to retain [the successful appellant's money].
conscience	 criminal_triples/case_19.txt	 possessor	 give offense to	 equity conscience 	 The central question courts have asked is whether "the possessor will give offense to equity and good conscience if permitted to retain [the successful appellant's money].
rejection	 criminal_triples/case_19.txt	 history	 supports	 Court 's rejection 	 This history supports the Court's rejection of the Colorado Exoneration Act's procedures
heavy	 criminal_triples/case_19.txt	 Act	 places	 heavy burden of proof 	 The Act places a heavy burden of proof on defendants, provides no opportunity for a refund for defendants (like Nelson) whose misdemeanor convictions are reversed, and excludes defendants whose convictions are reversed for reasons unrelated to innocence
equitable	 criminal_triples/case_19.txt	 court	 has	 case-specific equitable judgment 	 Colorado has abandoned historical procedures that were more generous to successful appellants and incorporated a court's case-specific equitable judgment
projections	 criminal_triples/case_19.txt	 Colorado General Assembly	 made	 projections 	 Indeed, the Colorado General Assembly made financial projections based on the assumption that only one person every five years would qualify for a financial award under the Exoneration Act
financial	 criminal_triples/case_19.txt	 five years	 qualify for	 financial award 	 Indeed, the Colorado General Assembly made financial projections based on the assumption that only one person every five years would qualify for a financial award under the Exoneration Act
rests	 criminal_triples/case_19.txt	 Court	 rests	 its decision 	 Although long-established practice supports the Court's judgment, the Court rests its decision on different grounds
restores	 criminal_triples/case_19.txt	 reversal	 restores	 defendant 	 The implication of this brief statement is that under Mathews, reversal restores the defendant to the status quo ante, see ante, at 3
wrongfully	 criminal_triples/case_19.txt	 time	 wrongfully spent in	 prison 	 Statutes providing compensation for time wrongfully spent in prison are a 20th-century innovation: By 1970, only the Federal Government and four States had passed such laws
designed	 criminal_triples/case_19.txt	 other States	 have	 similar statutes designed narrowly 	 As noted, Colorado and many other States have similar statutes designed narrowly to compensate those few persons who can demonstrate that they are truly innocent
damaging	 criminal_triples/case_19.txt	 Court 's disregard	 is	 particularly damaging 	 The Court's disregard of historical practice is particularly damaging when it comes to the question of restitution
declares	 criminal_triples/case_19.txt	 Court	 flatly declares	 restitution in way 	 The Court flatly declares that the State is "obliged to refund . . . restitution" in just the same way as fees and court costs
attributes	 criminal_triples/case_19.txt	 many attributes	 is in	 favor of victim 	 Although restitution may be included in a criminal judgment, it has many attributes of a civil judgment in favor of the victim
enforced	 criminal_triples/case_19.txt	 judgment	 may	 may enforced 	 And the judgment may be enforced either by the State or the victim
underlying	 criminal_triples/case_19.txt	 defendant	 has	 criminal conviction on underlying conduct 	 Suppose that a victim successfully sues a criminal defendant civilly and introduces the defendant's criminal conviction on the underlying conduct as (potentially preclusive) evidence establishing an essential element of a civil claim
unwinding	 criminal_triples/case_19.txt	 due process	 unwinding	 civil judgment 	 It would be unprecedented to suggest that due process requires unwinding the civil judgment simply because it rests in part on a criminal conviction that has since been reversed
unprecedented	 criminal_triples/case_19.txt	 It	 would	 would unprecedented 	 It would be unprecedented to suggest that due process requires unwinding the civil judgment simply because it rests in part on a criminal conviction that has since been reversed
unfold	 criminal_triples/case_19.txt	 similar scenario	 could unfold with respect to	 Colorado restitution judgment 	 And a very similar scenario could unfold with respect to a Colorado restitution judgment
especially	 criminal_triples/case_19.txt	 It	 is	 especially startling 	 It is especially startling to insist that a State must provide a refund after enforcing a restitution judgment on the victims' behalf in reliance on a final judgment that is then vacated on collateral review
startling	 criminal_triples/case_19.txt	 It	 is	 especially startling 	 It is especially startling to insist that a State must provide a refund after enforcing a restitution judgment on the victims' behalf in reliance on a final judgment that is then vacated on collateral review
behalf	 criminal_triples/case_19.txt	 State	 enforcing	 restitution judgment on victims ' behalf in reliance 	 It is especially startling to insist that a State must provide a refund after enforcing a restitution judgment on the victims' behalf in reliance on a final judgment that is then vacated on collateral review
escrow	 criminal_triples/case_19.txt	 escrow agent	 executing then-valid final judgment in	 favor third party 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
executing	 criminal_triples/case_19.txt	 escrow agent	 executing then-valid final judgment in	 favor third party 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
third	 criminal_triples/case_19.txt	 escrow agent	 executing then-valid final judgment in	 favor third party 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
mere	 criminal_triples/case_19.txt	 mere escrow agent	 executing judgment in	 favor party 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
reimbursement	 criminal_triples/case_19.txt	 Ninth Circuit	 require	 reimbursement 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
pattern	 criminal_triples/case_19.txt	 Ninth Circuit	 Faced with	 fact pattern 	 Faced with this fact pattern, the Ninth Circuit declined to require reimbursement, reasoning that the Government was a mere "escrow agent" executing a then-valid final judgment in favor of a third party
regrettably	 criminal_triples/case_19.txt	 Court	 regrettably mentions	 none 	 The Court regrettably mentions none of this
mentions	 criminal_triples/case_19.txt	 Court	 regrettably mentions	 none 	 The Court regrettably mentions none of this
none	 criminal_triples/case_19.txt	 Court	 regrettably mentions	 none 	 The Court regrettably mentions none of this
save	 criminal_triples/case_19.txt	 Its treatment	 save for	 ante 	 Its treatment of restitution is not grounded in any historical analysis, and--save for a brief footnote, ante, at 2-3, n. 3--the Court does not account for the distinctive civil status of restitution under Colorado law (or the laws of the many other affected jurisdictions that provide this remedy to crime victims)
strikes	 criminal_triples/case_19.txt	 it	 strikes under	 Mathews 	 Nor does the Court consider how restitution's unique characteristics might affect the balance that it strikes under Mathews
characteristics	 criminal_triples/case_19.txt	 restitution	 has	 unique characteristics 	 Nor does the Court consider how restitution's unique characteristics might affect the balance that it strikes under Mathews
blanket	 criminal_triples/case_19.txt	 blanket rule	 requiring	 refund of money paid as restitution 	 The Court summarily rejects the proposition that " 'equitable considerations' " might militate against a blanket rule requiring the refund of money paid as restitution, see ibid., but why is this so
militate	 criminal_triples/case_19.txt	 considerations	 might militate against	 blanket rule 	 The Court summarily rejects the proposition that " 'equitable considerations' " might militate against a blanket rule requiring the refund of money paid as restitution, see ibid., but why is this so
injured	 criminal_triples/case_19.txt	 defendant	 injured	 victims 	 What if the evidence amply establishes that the defendant injured the victims to whom restitution was paid but the defendant's conviction is reversed on a ground that would be inapplicable in a civil suit
situation	 criminal_triples/case_19.txt	 it	 is true In	 situation 	 In that situation, is it true, as the Court proclaims, that the State would have "no interest" in withholding a refund
proclaims	 criminal_triples/case_19.txt	 it	 is true	 Court proclaims 	 In that situation, is it true, as the Court proclaims, that the State would have "no interest" in withholding a refund
withholding	 criminal_triples/case_19.txt	 State	 withholding	 refund 	 In that situation, is it true, as the Court proclaims, that the State would have "no interest" in withholding a refund
mandated	 criminal_triples/case_19.txt	 state law	 mandated	 refund 	 Would the Court reach that conclusion if state law mandated a refund from the recipients of the restitution
recipients	 criminal_triples/case_19.txt	 state law	 refund from	 recipients 	 Would the Court reach that conclusion if state law mandated a refund from the recipients of the restitution
foot	 criminal_triples/case_19.txt	 Federal Government	 foot	 bill 	 And if the States and the Federal Government are always required to foot the bill themselves, would that risk discourage them from seeking restitution--or at least from providing funds to victims until the conclusion of appellate review
bill	 criminal_triples/case_19.txt	 Federal Government	 foot	 bill 	 And if the States and the Federal Government are always required to foot the bill themselves, would that risk discourage them from seeking restitution--or at least from providing funds to victims until the conclusion of appellate review
unnecessary	 criminal_triples/case_19.txt	 It	 was	 unnecessary 	 It was unnecessary for the Court to issue a sweeping pronouncement on restitution
pronouncement	 criminal_triples/case_19.txt	 Court	 issue	 pronouncement 	 It was unnecessary for the Court to issue a sweeping pronouncement on restitution
concur	 criminal_triples/case_19.txt	 I	 concur For	 reasons 	 For these reasons, I concur only in the judgment
away	 criminal_triples/case_19.txt	 Court	 assumes away	 issue in cases 	 By doing so, the Court assumes away the real issue in these cases
existence	 criminal_triples/case_19.txt	 existence	 depends	 parties have agreed 	 As the parties have agreed, the existence of Colorado's obligation to provide particular procedures depends on whether petitioners have a substantive entitlement to the money
acknowledges	 criminal_triples/case_19.txt	 Colorado	 acknowledges	 petitioners would need 	 And Colorado acknowledges that the procedural hurdles it could impose before returning the money "would be fairly minimal," id., at 51, because petitioners would need to prove only that their convictions had been reversed and that they had paid a certain sum of money, see ibid
returning	 criminal_triples/case_19.txt	 it	 returning	 money 	 And Colorado acknowledges that the procedural hurdles it could impose before returning the money "would be fairly minimal," id., at 51, because petitioners would need to prove only that their convictions had been reversed and that they had paid a certain sum of money, see ibid
belongs	 criminal_triples/case_19.txt	 money	 belongs to	 State 	 Similarly, petitioners concede that if defendants in their position do not have a substantive right to recover the money--that is, if the money belongs to the State--then Colorado need not "provide any procedure to give it back.
protected	 criminal_triples/case_19.txt	 they	 been deprived of	 protected property interest 	 14, §1 (emphasis added).1 To show that Colorado has violated the Constitution's procedural guarantees, as relevant here, petitioners must first establish that they have been deprived of a protected property interest
guarantees	 criminal_triples/case_19.txt	 Constitution	 has	 procedural guarantees 	 14, §1 (emphasis added).1 To show that Colorado has violated the Constitution's procedural guarantees, as relevant here, petitioners must first establish that they have been deprived of a protected property interest
legitimate	 criminal_triples/case_19.txt	 person	 must have	 legitimate claim of entitlement to it 	 See Castle Rock v. Gonzales, 545 U. S. 748, 756 (2005) ("The procedural component of the Due Process Clause does not protect everything that might be described as a benefit: To have a property interest in a benefit, a person clearly must have . . . a legitimate claim of entitlement to it" (internal quotation marks omitted))
understandings	 criminal_triples/case_19.txt	 understandings	 stem from	 independent source 	 "Because the Constitution protects rather than creates property interests, the existence of a property interest is determined by reference to 'existing rules or understandings that stem from an independent source such as state law.' 
stem	 criminal_triples/case_19.txt	 understandings	 stem from	 independent source 	 "Because the Constitution protects rather than creates property interests, the existence of a property interest is determined by reference to 'existing rules or understandings that stem from an independent source such as state law.' 
protects	 criminal_triples/case_19.txt	 Constitution	 protects	 property interests 	 "Because the Constitution protects rather than creates property interests, the existence of a property interest is determined by reference to 'existing rules or understandings that stem from an independent source such as state law.' 
became	 criminal_triples/case_19.txt	 restitution	 became	 property 	 Colorado counters that when petitioners paid the money pursuant to their convictions, the costs and fees became property of the State and the restitution became property of the victims
lawfully	 criminal_triples/case_19.txt	 moneys	 lawfully exacted pursuant to	 conviction become 	 The key premise of the Colorado Supreme Court's holdings in these cases is that moneys lawfully exacted pursuant to a valid conviction become public funds (or the victims' money) under Colorado law
holdings	 criminal_triples/case_19.txt	 Colorado Supreme Court	 of	 holdings in cases 	 The key premise of the Colorado Supreme Court's holdings in these cases is that moneys lawfully exacted pursuant to a valid conviction become public funds (or the victims' money) under Colorado law
public	 criminal_triples/case_19.txt	 public funds	 money '	 victims 	 The key premise of the Colorado Supreme Court's holdings in these cases is that moneys lawfully exacted pursuant to a valid conviction become public funds (or the victims' money) under Colorado law
distributed	 criminal_triples/case_19.txt	 court	 distributed	 ose 	 The Colorado Supreme Court explained in petitioner Shannon Nelson's case that "the trial court properly ordered [her] to pay costs, fees, and restitution pursuant to valid statutes" and that "the court correctly distributed th[ose] funds to victims and public funds, as ordered by the statutes.
controls	 criminal_triples/case_19.txt	 state	 controls	 money 	 The Colorado Supreme Court further noted that, "[o]nce the state disburses restitution to the victims, the state no longer controls that money.
disburses	 criminal_triples/case_19.txt	 state	 disburses	 restitution 	 The Colorado Supreme Court further noted that, "[o]nce the state disburses restitution to the victims, the state no longer controls that money.
authorize	 criminal_triples/case_19.txt	 court	 thus may authorize	 refunds 	 The Colorado Supreme Court explained that "Colorado's constitution protects" the Colorado Legislature's "control over public money," and thus a "court may authorize refunds from public funds only pursuant to statutory authority.
constitution	 criminal_triples/case_19.txt	 Colorado	 has	 constitution 	 The Colorado Supreme Court explained that "Colorado's constitution protects" the Colorado Legislature's "control over public money," and thus a "court may authorize refunds from public funds only pursuant to statutory authority.
control	 criminal_triples/case_19.txt	 Colorado Legislature	 has	 control over public money 	 The Colorado Supreme Court explained that "Colorado's constitution protects" the Colorado Legislature's "control over public money," and thus a "court may authorize refunds from public funds only pursuant to statutory authority.
recognizes	 criminal_triples/case_19.txt	 Colorado	 recognizes entitlement to	 kind 	 Under the Act, Colorado recognizes a substantive entitlement to the kind of property at issue in these cases only if, among other things, the defendant can prove that he is "actually innocent
defend	 criminal_triples/case_19.txt	 individual	 can prove	 substantive entitlement defend against deprivation 	 This Court has interpreted the Due Process Clause to require that the States provide certain procedures, such as notice and a hearing, by which an individual can prove a substantive entitlement to (or defend against a deprivation of ) property
rewrite	 criminal_triples/case_19.txt	 Court	 rewrite	 contours contained 	 If petitioners want this Court to rewrite the contours of the substantive entitlement contained in the Exoneration Act, they err in invoking procedural due process
invoking	 criminal_triples/case_19.txt	 they	 invoking	 procedural due process 	 If petitioners want this Court to rewrite the contours of the substantive entitlement contained in the Exoneration Act, they err in invoking procedural due process
err	 criminal_triples/case_19.txt	 they	 err	 petitioners want 	 If petitioners want this Court to rewrite the contours of the substantive entitlement contained in the Exoneration Act, they err in invoking procedural due process
sounds	 criminal_triples/case_19.txt	 Our argument	 sounds in	 due process 	 See Reply Brief 1-2 ("Our argument sounds in procedural due process")
responds	 criminal_triples/case_19.txt	 majority	 responds	 asserting 	 The majority responds by asserting, without citing any state law, that Colorado "had no legal right to retain [petitioners'] money" once their convictions were invalidated
suggests	 criminal_triples/case_19.txt	 majority	 Thus suggests to	 extent 	 Thus, to the extent the majority implicitly suggests that petitioners have a state-law right to an automatic refund (a point about which the majority is entirely unclear), it is plainly incorrect
automatic	 criminal_triples/case_19.txt	 petitioners	 right to	 automatic refund 	 Thus, to the extent the majority implicitly suggests that petitioners have a state-law right to an automatic refund (a point about which the majority is entirely unclear), it is plainly incorrect
decline	 criminal_triples/case_19.txt	 petitioners	 decline	 invoke 	 In the absence of any property right under state law (apart from the right provided by the Exoneration Act, which petitioners decline to invoke), Colorado's refusal to return the money is not a "depriv[ation]" of "property" within the meaning of the Fourteenth Amendment
arises	 criminal_triples/case_19.txt	 Colorado Supreme Court	 remains	 petitioners ' supposed right arises 	 If petitioners' supposed right to an automatic refund arises under Colorado law, then the Colorado Supreme Court remains free on remand to clarify whether that right in fact exists
pays	 criminal_triples/case_19.txt	 State	 pays	 cost of cases 	 See also 362 P. 3d, at 1073 ("[T]he State pays the cost of criminal cases when a defendant is acquitted.
cost	 criminal_triples/case_19.txt	 State	 pays	 cost of cases 	 See also 362 P. 3d, at 1073 ("[T]he State pays the cost of criminal cases when a defendant is acquitted.
rendered	 criminal_triples/case_19.txt	 restitution order	 is rendered as	 separate civil judgment 	 Under Colorado law, a restitution order tied to a criminal conviction is rendered as a separate civil judgment
tied	 criminal_triples/case_19.txt	 restitution order	 tied to	 criminal conviction 	 Under Colorado law, a restitution order tied to a criminal conviction is rendered as a separate civil judgment
